Unique_link_identifier,Tip_label,Taxonomy,Metabolic_category,Feeding_type_-_consumer,Environment,Feeding_Mode,Trophic_Level,d15N,Mean_mass_(g),Mobility,Trophic_Uniqueness,Trophic_Flexibility
213,,Ophiacantha_antarctica,Invertebrate,omnivorous,benthic,predator/scavenger,2.15,7.321,0.067,2,0.059,0.64
214,,Astrotoma_agassizii,Invertebrate,omnivorous,benthic,predator/scavenger,2.87,9.44,4.2,2,0.181,0.6311
215,,Astrochlamys_bruneus,Invertebrate,omnivorous,benthic,predator/scavenger,3.66,7.321,1.6,2,0.086,0.2457
216,,Gorgonocephalus_chiliensis,Invertebrate,omnivorous,benthic,predator/scavenger,3.1,7.321,2.7,2,0.119,0.2126
217,,Sterechinus_neumayeri,Invertebrate,omnivorous,benthic,predator/scavenger,2.67,5.98,2.9,2,0.2,0.5435
218,,Sterechinus_antarcticus,Invertebrate,omnivorous,benthic,predator/scavenger,2.47,8.9,8.5,2,0.198,0.4616
219,,Ctenocidaris_gigantea,Invertebrate,omnivorous,benthic,predator/scavenger,3.26,9.249,16,2,0.133,0.3464
220,,Ctenocidaris_spinosa,Invertebrate,omnivorous,benthic,predator/scavenger,3.24,9.576,3.1,2,0.127,0.3885
221,,Notocidaris_mortenseni,Invertebrate,omnivorous,benthic,predator/scavenger,3.01,9.249,3.5,2,0.135,0.3198
222,,Abatus_curvidens,Invertebrate,detrivorous,benthic,deposit-feeder,2,9.6,1.4,2,0.008,0.0239
223,,Abatus_cavernosus,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.827,2.7,2,0.008,0.0239
224,,Abatus_nimrodi,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.392,3.7,2,0.008,0.0239
225,,Abatus_shackeltoni,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.392,1.9,2,0.008,0.0239
226,,Austrocidaris_canaliculata,Invertebrate,carnivorous,benthic,predator/scavenger,3.78,9.249,0.89,2,0.183,0.4365
227,,Aporocidaris_milleri,Invertebrate,carnivorous,benthic,predator/scavenger,3.3,9.249,2.7,2,0.133,0.4206
228,,Ctenocidaris_perrieri,Invertebrate,carnivorous,benthic,predator/scavenger,3.26,9.249,15,2,0.131,0.3692
229,,Ctenocidaris_gilberti,Invertebrate,omnivorous,benthic,predator/scavenger,3,9.249,16,2,0.132,0.3359
230,,Mesothuria_lactea,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.69,0.066,2,0.008,0.0239
231,,Achlyonice_violaecuspidata,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.3,0.15,2,0.008,0.0239
232,,Bathyplotes_gourdoni,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.44,4.8,2,0.008,0.0239
233,,Bathyplotes_bongraini,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.44,4.8,2,0.008,0.0239
234,,Scotoplanes_globosa,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,0.024,2,0.008,0.0239
235,,Molpadia_musculus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,2.3,2,0.008,0.0239
236,,Ypsilocucumis_turricata,Invertebrate,detrivorous,benthic,deposit-feeder,2,11.5,0.69,2,0.008,0.0239
237,,Psolidium_incertum,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.877,0.043,2,0.008,0.0239
238,,Trachythyone_parva,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,0.043,2,0.008,0.0239
239,,Laetmogone_wyvillethompsoni,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,0.01,2,0.008,0.0239
240,,Pseudostichopus_mollis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,0.043,2,0.008,0.0239
241,,Pseudostichopus_villosus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,0.043,2,0.008,0.0239
242,,Elpidia_glacialis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,0.01,2,0.008,0.0239
243,,Chiridota_weddellensis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,2.3,2,0.008,0.0239
244,,Ekmocucumis_steineni,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.4,2.3,2,0.009,0.0191
245,,Ekmocucumis_turqueti,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,2.3,2,0.009,0.0191
246,,Abyssocucumis_liouvillei,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.69,0.15,2,0.009,0.0191
247,,Psolus_dubiosus,Invertebrate,detrivorous,benthic,deposit-feeder,2,5.9,0.085,2,0.009,0.0191
248,,Psolus_charcoti,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.97,0.062,2,0.009,0.0191
249,,Psolus_antarcticus,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.325,0.085,2,0.009,0.0191
250,,Echinopsolus_acanthocola,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.95,0.0081,2,0.009,0.0191
251,,Ekmocucumis_turqueti_turqueti,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.69,19,2,0.009,0.0191
252,,Taeniogyrus_contortus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.47,0.085,2,0.009,0.0191
253,,Silicularia_rosea,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.38,4.825,0.0022,1,0.11,0.6383
254,,Tubularia_ralphii,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,3.57,4.825,0.029,1,0.117,0.548
255,,Oswaldella_antarctica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.825,1.3,1,0.055,0.0253
256,,Monocaulus_parvula,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2.41,4.825,2.8,1,0.11,0.6392
257,,Rhodalia_miranda,Invertebrate,carnivorous,pelagic,predator,3.66,4.67,0.15,4,0.086,0.2457
258,,Atolla_wyvillei,Invertebrate,carnivorous,pelagic,predator,3.66,6.62,1.5,4,0.086,0.2457
259,,Dimophyes_arctica,Invertebrate,carnivorous,pelagic,predator,3.66,2.6,0.15,4,0.086,0.2457
260,,Diphyes_antarctica,Invertebrate,carnivorous,pelagic,predator,3.66,5.05,0.15,4,0.086,0.2457
261,,Bargmannia,Invertebrate,carnivorous,pelagic,predator,3.6,4.67,0.012,4,0.086,0.2457
262,,Solmundella_bitentaculata,Invertebrate,carnivorous,pelagic,predator,4.2,6.197,3.3,4,0.149,0.233
263,,Dipulmaris_antarctica,Invertebrate,carnivorous,pelagic,predator,4.03,6.197,2.2,4,0.118,0.2441
264,,Desmonema_glaciale,Invertebrate,carnivorous,pelagic,predator,3.89,6.197,80,4,0.118,0.3117
265,,Periphylla_periphylla,Invertebrate,carnivorous,pelagic,predator,3.89,4.92,2.7,4,0.118,0.3117
266,,Urticinopsis_antarctica,Invertebrate,omnivorous,benthic,predator,3.9,9.88,2.3,1,0.105,0.5344
267,,Isotealia_antarctica,Invertebrate,omnivorous,benthic,predator,2.22,9.88,0.043,1,0.076,0.6793
268,,Edwardsia_meridionalis,Invertebrate,omnivorous,benthic,predator,2.14,9.88,0.018,1,0.073,0.6397
269,,Isosicyonis_alba,Invertebrate,omnivorous,benthic,predator,2.14,9.88,0.018,1,0.073,0.6397
270,,Primnoisis_antarctica,Invertebrate,carnivorous,benthic,predator,3.57,6.315,1.5,1,0.117,0.5532
271,,Gersemia_antarctica,Invertebrate,omnivorous,benthic,predator,2.08,5.34,5800,1,0.051,0.111
272,,Clavularia_frankiliana,Invertebrate,omnivorous,benthic,predator,2.38,5.34,0.085,1,0.1,0.6391
273,,Primnoella,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.24,0.13,1,0.001,0.0356
274,,Ainigmaptilon_antarcticus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.4,0.13,1,0.001,0.0356
275,,Armadillogorgia_cyathella,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.2,0.13,1,0.001,0.0356
276,,Alcyonium_antarcticum,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.32,0.13,1,0.05,0.0654
277,,Anthomastus_bathyproctus,Invertebrate,omnivorous,benthic,predator,2.02,6.32,1.3,1,0.051,0.2421
278,,Nuttallochiton_mirandus,Invertebrate,omnivorous,benthic,predator,3,8.78,0.29,2,0.132,0.3359
279,,Callochiton_gaussi,Invertebrate,omnivorous,benthic,predator,3,8.49,0.00066,2,0.172,0.0965
280,,Notaeolidia_gigas,Invertebrate,omnivorous,benthic,predator,3.97,7.368,0.35,2,0.142,0.0326
281,,Austrodoris_kerguelenensis,Invertebrate,omnivorous,benthic,predator,3,12.1,3.4,2,0.165,0.1041
282,,Trophon_longstaffi,Invertebrate,omnivorous,benthic,predator,3,7.368,0.00026,2,0.156,0.2414
283,,Tritonia_antarctica,Invertebrate,omnivorous,benthic,predator,2.5,7.368,0.19,2,0.209,0.3295
284,,Aegires_albus,Invertebrate,omnivorous,benthic,predator,3,7.368,0.018,2,0.152,0.1966
285,,Bathydoris_clavigera,Invertebrate,omnivorous,benthic,predator,3.23,10.8,3.4,2,0.156,0.3961
286,,Tritoniella_belli,Invertebrate,omnivorous,benthic,predator,2.98,7.368,0.35,2,0.135,0.2556
287,,Harpovoluta_charcoti,Invertebrate,omnivorous,benthic,predator,3.03,11.89,0.29,2,0.141,0.3388
288,,Puncturella_conica,Invertebrate,omnivorous,benthic,predator,2.96,7.368,0.0011,2,0.133,0.3637
289,,Neobuccinum_eatoni,Invertebrate,omnivorous,benthic,predator,3,10.24,0.15,2,0.156,0.2414
290,,Marseniopsis_mollis,Invertebrate,omnivorous,benthic,predator,3,7.7,0.01,2,0.141,0.1031
291,,Marseniopsis_conica,Invertebrate,omnivorous,benthic,predator,3,6.5,0.01,2,0.141,0.1031
292,,Parmaphorella_mawsoni,Invertebrate,herbivorous/detrivorous,benthic,grazer,2,9.6,0.043,2,0.052,0.0513
293,,Amauropsis_rossiana,Invertebrate,carnivorous,benthic,predator,3.32,7.368,0.01,2,0.185,0.632
294,,Newnesia_antarctica,Invertebrate,herbivorous/detrivorous,benthic,grazer,2,7.368,0.018,2,0.007,0.0356
295,,Falsimargarita_gemma,Invertebrate,herbivorous/detrivorous,benthic,grazer,2,7.368,0.01,2,0.007,0.0356
296,,Marginella_ealesa,Invertebrate,herbivorous/detrivorous,benthic,grazer,2,7.368,0.018,2,0.007,0.0356
297,,Pontiothauma_ergata,Invertebrate,carnivorous,benthic,predator,4.19,7.368,0.69,2,0.162,0.2385
298,,Probuccinum_tenuistriatum,Invertebrate,carnivorous,benthic,predator,4.19,7.368,0.00048,2,0.162,0.2385
299,,Nacella_concinna,Invertebrate,carnivorous,benthic,predator,3,6.18,0.00048,2,0.146,0.2043
300,,Clione_limacina,Invertebrate,carnivorous,pelagic,predator,4.61,2.48,0.014,4,0.175,0.1004
301,,Clione_antarctica,Invertebrate,carnivorous,pelagic,predator,4.11,2.48,0.1,4,0.175,0.1004
302,,Clio_pyramidata,Invertebrate,carnivorous,pelagic,predator,3.11,2.48,0.017,4,0.094,0.2717
303,,Limacina_helicina_antarctica,Invertebrate,carnivorous,pelagic,predator,3.11,2.48,9.4E-05,4,0.094,0.2717
304,,Pareledone_charcoti,Invertebrate,carnivorous,benthic,predator,4.54,9.3,3.3,3,0.175,0.4889
305,,Pareledone_antarctica,Invertebrate,carnivorous,benthic,predator,4.38,8.75,29,3,0.171,0.483
306,,Psychroteuthis_glacialis,Invertebrate,carnivorous,pelagic,predator,4.1,6.55,770,3,0.114,0.4617
307,,Moroteuthis_ingens,Invertebrate,carnivorous,pelagic,predator,4.11,6.55,850,3,0.114,0.4168
308,,Alluroteuthis_antarcticus,Invertebrate,carnivorous,pelagic,predator,4.34,6.55,29,3,0.153,0.2354
309,,Galiteuthis_glacialis,Invertebrate,carnivorous,pelagic,predator,3.26,6.55,1800,3,0.14,0.1418
310,,Kondakovia_longimana,Invertebrate,carnivorous,pelagic,predator,3.26,6.9,330,3,0.14,0.1418
311,,Gonatus_antarcticus,Invertebrate,carnivorous,pelagic,predator,4.31,6.55,850,3,0.144,0.2576
312,,Mesonychoteuthis_hamiltoni,Invertebrate,carnivorous,pelagic,predator,4.88,6.55,110000,3,0.153,0.2129
313,,Martialia_hyadesi,Invertebrate,carnivorous,pelagic,predator,4.54,6.55,330,3,0.153,0.2496
314,,Cyclocardia_astartoides,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.07,3E-05,2,0.001,0.0356
315,,Yolida_eightsi,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.48,0.023,2,0.001,0.0356
316,,Laternula_elliptica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.65,0.55,2,0.001,0.0356
317,,Limopsis_lillei,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.19,0.0046,2,0.001,0.0356
318,,Limopsis_marionensis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,8.26,0.35,2,0.001,0.0356
319,,Lissarca_notorcadensis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.28,0.00056,2,0.001,0.0356
320,,Propeleda_longicaudata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,2.88,0.012,2,0.001,0.0356
321,,Cadulus_dalli_antarcticum,Invertebrate,detrivorous,benthic,deposit-feeder,2,3.48,0.0017,1,0.001,0.0356
322,,Fissidentalium_majorinum,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.22,0.13,1,0.001,0.0356
323,,Cinachyra_antarctica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,12.5,0.18,1,0,0.0356
324,,Cinachyra_barbata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,9.2,0.18,1,0,0.0356
325,,Bathydorus_spinosus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,1.2,1,0,0.0356
326,,Iophon_radiatus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.58,2.3,1,0,0.0356
327,,Kirkpatrickia_variolosa,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,11,45,1,0,0.0356
328,,Rossella_racovitzae,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.53,45,1,0,0.0356
329,,Stylocordyla_borealis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,3.9,45,1,0,0.0356
330,,Homaxinella_balfourensis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,2.3,1,0,0.0356
331,,Scolymastra_joubini,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,720,1,0,0.0356
332,,Latrunculia_apicalis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,1,1,0,0.0356
333,,Latrunculia_brevis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,1,1,0,0.0356
334,,Tetilla_leptoderma,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,30,1,0,0.0356
335,,Haliclona_dancoi,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
336,,Mycale_acerata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,12,1,0,0.0356
337,,Rossella_antarctica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.66,12,1,0,0.0356
338,,Rossella_tarenja,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,5.71,12,1,0,0.0356
339,,Haliclona_tenella,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
340,,Clathria_pauper,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,2.3,1,0,0.0356
341,,Calyx_arcuarius,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,2.3,1,0,0.0356
342,,Isodyctia_toxophila,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
343,,Isodyctia_cavicornuta,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
344,,Isodyctia_steifera,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
345,,Axociella_nidificata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,6.5,1,0,0.0356
346,,Rossella_nuda,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,7.61,300,1,0,0.0356
347,,Tentorium_papillatum,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
348,,Tentorium_semisuberites,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
349,,Tedania_oxeata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
350,,Tedania_tantulata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
351,,Tedania_vanhoeffeni,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,5.6,1,0,0.0356
352,,Phorbas_areolatus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,1.2,1,0,0.0356
353,,Phorbas_glaberrima,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,1.2,1,0,0.0356
354,,Polymastia_invaginata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,0.92,1,0,0.0356
355,,Polymastia_isidis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,0.92,1,0,0.0356
356,,Anoxycalyx_joubini,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.29,720,1,0,0.0356
357,,Beroe_cucumis,Invertebrate,carnivorous,pelagic,predator,4.19,5.49,0.085,4,0.103,0.294
358,,Lyrocteis_flavopallidus,Invertebrate,carnivorous,pelagic,predator,3.66,5.49,0.19,4,0.117,0.5532
359,,Callianira_antarctica,Invertebrate,carnivorous,pelagic,predator,3.78,5.49,5.6,4,0.086,0.2457
360,,Baseodiscus_antarcticus,Invertebrate,carnivorous/necrovorous,benthic,predator/scavenger,3.52,12.55,5800,2,0.176,0.4939
361,,Lineus_longifissus,Invertebrate,carnivorous/necrovorous,benthic,predator/scavenger,3.52,11.4,5800,2,0.176,0.4939
362,,Parborlasia_corrugatus,Invertebrate,carnivorous/necrovorous,benthic,predator/scavenger,3.52,8.63,5800,2,0.176,0.4939
363,,Phascolion_strombi,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.7,6.3E-07,2,0.008,0.0568
364,,Golfingia_nordenskojoeldi,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.05,6.3E-07,2,0.008,0.0568
365,,Golfingia_mawsoni,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.05,4.1E-05,2,0.008,0.0568
366,,Golfingia_ohlini,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.05,2.8E-05,2,0.008,0.0568
367,,Golfingia_anderssoni,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.05,0.0022,2,0.008,0.0568
368,,Golfingia_margaritacea_margaritacea,Invertebrate,detrivorous,benthic,deposit-feeder,2,7.05,0.92,2,0.008,0.0568
369,,Alomasoma_belyaevi,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.18,0.57,2,0.008,0.0568
370,,Echiurus_antarcticus,Invertebrate,detrivorous,benthic,deposit-feeder,2,6.99,0.00088,2,0.008,0.0568
371,,Hamingia,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.33,0.018,2,0.008,0.0568
372,,Maxmuelleria_faex,Invertebrate,detrivorous,benthic,deposit-feeder,2,8.2,0.01,2,0.008,0.0568
373,,Flustra_angusta,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,0.69,1,0,0.0356
374,,Camptoplites_tricornis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.8,0.69,1,0,0.0356
375,,Nematoflustra_flagellata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,5.6,1,0,0.0356
376,,Austroflustra_vulgaris,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,0.15,1,0,0.0356
377,,Melicerita_obliqua,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.63,0.69,1,0,0.0356
378,,Systenopora_contracta,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,30,1,0,0.0356
379,,Flustra_antarctica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,3.13,5.6,1,0,0.0356
380,,Fasciculiporoides_ramosa,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,1.2,1,0,0.0356
381,,Reteporella_hippocrepis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,2.3,1,0,0.0356
382,,Lageneschara_lyrulata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,0.085,1,0,0.0356
383,,Isoschizoporella_tricuspis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.7,0.69,1,0,0.0356
384,,Caulastraea_curvata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,0.69,1,0,0.0356
385,,Chondriovelum_adeliense,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,0.69,1,0,0.0356
386,,Bostrychopora_dentata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,4.76,0.085,1,0,0.0356
387,,Liothyrella_uva,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.23,0.085,1,0.008,0.0568
388,,Magellania_joubini,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.7,0.0022,1,0.008,0.0568
389,,Magellania_fragilis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.7,0.082,1,0.008,0.0568
390,,Crania_lecointei,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.7,0.00014,1,0.008,0.0568
391,,Compsothyris_racovitzae,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.7,0.0022,1,0.008,0.0568
392,,Liothyrella_uva_antarctica,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.52,0.085,1,0.008,0.0568
393,,Eukrohnia_hamata,Invertebrate,omnivorous,pelagic,predator,3.1,5.33,0.0052,4,0.13,0.0549
394,,Pseudosagitta_gazellae,Invertebrate,omnivorous,pelagic,predator,3.14,5.01,0.15,4,0.144,0.2187
395,,Sagitta_marri,Invertebrate,omnivorous,pelagic,predator,3.11,5.16,0.0013,4,0.094,0.2717
396,,Pseudosagitta_maxima,Invertebrate,omnivorous,pelagic,predator,3.11,5.76,0.35,4,0.094,0.2717
397,,Cephalodiscus,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.6,0.2,1,0.008,0.0568
398,,Molgula_pedunculata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,11,1,0,0.0356
399,,Ascidia_challengeri,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,0.69,1,0,0.0356
400,,Corella_eumyota,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,5.6,1,0,0.0356
401,,Aplidium_vastum,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,5.6,1,0,0.0356
402,,Synoicum_adareanum,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,4.1,1,0,0.0356
403,,Cnemidocarpa_verrucosa,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.56,15,1,0,0.0356
404,,Sycozoa_sigillinoides,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,0.01,1,0,0.0356
405,,Pyura_bouvetensis,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,0.085,1,0,0.0356
406,,Pyura_discoveryi,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,0.15,1,0,0.0356
407,,Pyura_setosa,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,0.29,1,0,0.0356
408,,Pyura_tunicata,Invertebrate,herbivorous/detrivorous,benthic,suspension-feeder,2,6.19,0.19,1,0,0.0356
409,,Salpa_thompsoni,Invertebrate,omnivorous,pelagic,predator,2.27,0.416,0.14,4,0.08,0.6417
410,,Salpa_gerlachei,Invertebrate,omnivorous,pelagic,predator,2.06,0.416,0.0074,4,0.045,0.392
411,,Ihlea_racovitzai,Invertebrate,omnivorous,pelagic,predator,2.06,0.416,0.0074,4,0.045,0.392
412,,Artedidraco_orianae,ectotherm_vertebrate,carnivorous,demersal,predator,3.74,12,95,4,0.18,0.4508
413,,Artedidraco_loennbergi,ectotherm_vertebrate,carnivorous,demersal,predator,3.86,11.84,17,4,0.101,0.4766
414,,Artedidraco_skottsbergi,ectotherm_vertebrate,carnivorous,demersal,predator,3.85,12.53,33,4,0.106,0.4669
415,,Dolloidraco_longedorsalis,ectotherm_vertebrate,carnivorous,demersal,predator,3.72,13.5,13,4,0.116,0.5498
416,,Pogonophryne_marmorata,ectotherm_vertebrate,carnivorous,demersal,predator,3.71,11.83,190,4,0.159,0.4793
417,,Pogonophryne_phyllopogon,ectotherm_vertebrate,carnivorous,demersal,predator,3.9,11.63,230,4,0.104,0.4313
418,,Pogonophryne_permitini,ectotherm_vertebrate,carnivorous,demersal,predator,3.91,13.61,80,4,0.096,0.4878
419,,Pogonophryne_scotti,ectotherm_vertebrate,carnivorous,demersal,predator,3.91,11.41,440,4,0.096,0.4878
420,,Pogonophryne_barsukovi,ectotherm_vertebrate,carnivorous,demersal,predator,3.91,13.61,190,4,0.096,0.4878
421,,Cygnodraco_mawsoni,ectotherm_vertebrate,carnivorous,demersal,predator,4.01,10.674,760,4,0.152,0.4128
422,,Gerlachea_australis,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.91,9.58,260,4,0.136,0.4124
423,,Gymnodraco_acuticeps,ectotherm_vertebrate,carnivorous,demersal,predator,3.75,10.74,1400,4,0.098,0.3593
424,,Prionodraco_evansii,ectotherm_vertebrate,carnivorous,demersal,predator,3.5,9.84,64,4,0.096,0.3068
425,,Racovitzia_glacialis,ectotherm_vertebrate,carnivorous,bathydemersal,predator,3.61,10.08,430,4,0.085,0.308
426,,Chaenodraco_wilsoni,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.32,8.23,210,4,0.126,0.1778
427,,Chionodraco_hamatus,ectotherm_vertebrate,carnivorous,demersal,predator,3.8,11.74,1100,4,0.133,0.3133
428,,Chionodraco_myersi,ectotherm_vertebrate,carnivorous,demersal,predator,4.09,11.2,370,4,0.138,0.2922
429,,Cryodraco_antarcticus,ectotherm_vertebrate,carnivorous,demersal,predator,3.54,12.25,1300,4,0.131,0.3026
430,,Dacodraco_hunteri,ectotherm_vertebrate,carnivorous,demersal,predator,4.79,12.79,330,4,0.234,0.2239
431,,Pagetopsis_maculatus,ectotherm_vertebrate,carnivorous,demersal,predator,4.09,10.11,81,4,0.138,0.2923
432,Aethotaxis_mitopteryx,Aethotaxis_mitopteryx,ectotherm_vertebrate,carnivorous,benthopelagic,predator,3.86,12.3,49,4,0.113,0.4556
433,Dissostichus_mawsoni,Dissostichus_mawsoni,ectotherm_vertebrate,carnivorous,pelagic,predator,4.14,9.07,24000,4,0.15,0.3905
